product_id,product_origin_id,reviewEval,reviewEvalValues,reviewTopic
1000849993,퍼스트 하이라이너 브러쉬 오토 유닛 펜슬 아이라이너 0.5g,발림성,"뻑뻑해요,2-보통이에요,10-부드러워요,12",색상-만족도-발색-지속력
1000849993,퍼스트 하이라이너 브러쉬 오토 유닛 펜슬 아이라이너 0.5g,발색력,"연해요,1-딱 좋아요,16-진해요,7",색상-만족도-발색-지속력
1000849993,퍼스트 하이라이너 브러쉬 오토 유닛 펜슬 아이라이너 0.5g,지속력,"짧아요,0-적당해요,17-오래 유지돼요,7",색상-만족도-발색-지속력
1000925427,벨벳 핏 쿠션 아이섀도우,발색력,"연해요,20-딱 좋아요,32-진해요,3",사용감-만족도-색상-지속력-발색-가루 날림-발림성-휴대성
1000925427,벨벳 핏 쿠션 아이섀도우,발림성,"뻑뻑해요,3-보통이에요,24-부드러워요,28",사용감-만족도-색상-지속력-발색-가루 날림-발림성-휴대성
1000925427,벨벳 핏 쿠션 아이섀도우,지속력,"짧아요,5-적당해요,41-오래 유지돼요,9",사용감-만족도-색상-지속력-발색-가루 날림-발림성-휴대성
1001861266,뷰티피플 절대 커버 핏 파운데이션,발색력,"연해요,3-딱 좋아요,28-진해요,3",색상-사용감-품질-메이크업-자외선 차단-만족도-파우더-가격-커버력
1001861266,뷰티피플 절대 커버 핏 파운데이션,커버력,"약해요,3-잘 커버돼요,26-뛰어나요,5",색상-사용감-품질-메이크업-자외선 차단-만족도-파우더-가격-커버력
1001861266,뷰티피플 절대 커버 핏 파운데이션,지속력,"짧아요,3-적당해요,27-오래 유지돼요,4",색상-사용감-품질-메이크업-자외선 차단-만족도-파우더-가격-커버력
1002674955,브리올옴므 브라이트닝 폼클렌징,거품,"부족해요,2-적당해요,59-풍부해요,73",향기-트러블 개선-만족도-가격-용량-사용감-성분-효과
1002674955,브리올옴므 브라이트닝 폼클렌징,세정력,"잘 안씻겨요,1-적당히 씻겨요,55-잘 씻겨요,78",향기-트러블 개선-만족도-가격-용량-사용감-성분-효과
1002674955,브리올옴므 브라이트닝 폼클렌징,수분감,"건조해요,4-보통이에요,61-촉촉해요,69",향기-트러블 개선-만족도-가격-용량-사용감-성분-효과
1002678258,브리올옴므 화이트닝 수분크림,수분감,"건조해요,0-보통이에요,5-촉촉해요,24",사용감-품질-보습력-만족도-기능-효과
